OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
826,Scotland,104000000028224,Lochwood Mains,n/a,n/a,Under Development,Conifer (>80%),Unknown,0.3053182,7,fd6061cd-85e4-485f-9bb4-7e3730bd2e72
827,Scotland,104000000028224,Lochwood Mains,n/a,n/a,Under Development,Open ground,Unknown,0.27287264,7,97f3dd6d-1355-41e4-9849-94628ad4530a
828,Scotland,104000000028224,Lochwood Mains,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.89453277,7,3d80b40b-db15-4ec7-96da-41a0ca72be8b
829,Scotland,104000000027624,Candacraig New Shoots,n/a,n/a,Under Development,Conifer (>80%),Unknown,3.41275465,7,6e159858-2cf5-4f77-9e73-5222585e9142
830,Scotland,104000000027624,Candacraig New Shoots,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,2.00566629,7,a0a0962d-11e1-4071-8b57-802818a9d5fa
831,Scotland,104000000027624,Candacraig New Shoots,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,1.26731514,7,1bbac414-3ef1-4a11-8b02-f5ed5354c31d
832,Scotland,104000000028386,Pitendie Hill NWC,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.71293996,7,abd9b957-1abe-4194-8e51-d67dd1ea2732
833,Scotland,104000000028386,Pitendie Hill NWC,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.38711063,7,4a2b198d-05f9-46da-8825-1d4e2977f1da
834,Scotland,104000000028386,Pitendie Hill NWC,n/a,n/a,Under Development,Conifer (>80%),Unknown,6.5153781,7,c7712a6e-76f8-4a07-ba5a-6a5a44b34bdb
835,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Conifer (>80%),Unknown,28.07876542,7,051bb280-35fd-43d9-addc-e554d9914efa
836,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,2.73142271,7,af0d0e43-c0a2-447c-9f7c-594e858bca87
837,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Conifer (>80%),Unknown,3.14428061,7,7fe83000-70c4-4f92-86eb-bb25eb9ee52c
838,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,1.39573034,7,98834faa-3b9f-42c1-bdee-ad5ffe805f54
839,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.27711099,7,83394299-cfbd-4a1b-a7bf-5ba16b2e7b2f
840,Scotland,104000000026877,The Greens,n/a,n/a,Under Development,Open ground,Unknown,3.21997311,7,2bc78c43-aee8-4dac-adfa-32fd851b7383
841,Wales,104000000026331,Ty'n y Fron,103000000017266,GrwpCoed.Cymru 2,Under Development,Broadleaved (>80%),Unknown,5.89107983,7,5f86e1ba-c77e-46bc-b8a2-7b976d8f5829
842,Wales,104000000026331,Ty'n y Fron,103000000017266,GrwpCoed.Cymru 2,Under Development,Open ground,Unknown,0.13365036,7,12293e8d-e638-49b1-b130-eb5592e0c021
843,Wales,104000000026420,Dolygarn,n/a,n/a,Under Development,Open ground,Unknown,31.39050764,7,3b7a0da5-aaf9-4ff5-9088-4d84b07a3a15
844,Wales,104000000026420,Dolygarn,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,8.28989457,7,7b9b593d-c353-4f0e-a43b-4bc87fa50492
845,Wales,104000000026420,Dolygarn,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.88732381,7,94f21cd9-1998-4f73-bad4-bad483aca0ab
846,Wales,104000000026420,Dolygarn,n/a,n/a,Under Development,Existing woodland,Unknown,0.48800269,7,c374e776-3419-416b-ab5e-3a92600cc1bf
847,Wales,104000000026421,Bradnant,n/a,n/a,Under Development,Open ground,Unknown,16.47253777,7,bc438495-752e-49de-a186-8d088735c35f
848,Wales,104000000026421,Bradnant,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,6.20714462,7,5b5b1efe-2953-4dd6-99b7-4a9bc100005b
849,Wales,104000000026421,Bradnant,n/a,n/a,Under Development,Existing woodland,Unknown,0.43439601,7,67df073b-fda6-4431-a355-d7ba56d91eda
850,Scotland,104000000027024,Caplich Woodland Creation 3,n/a,n/a,Validated,Open ground,19FGS38083-001,6.01045163,7,fc9023a8-0fbd-4b55-a2d8-e55c8100b6cb
851,Scotland,104000000027024,Caplich Woodland Creation 3,n/a,n/a,Validated,Broadleaved (>80%),19FGS38083-001,33.25281605,7,262271b9-6618-4f32-8b62-1f2944563c2d
852,Wales,104000000026422,Mulsop,103000000017266,GrwpCoed.Cymru 2,Under Development,Open ground,Unknown,20.56414294,7,a508149b-62e4-4cab-950c-50f07876807b
853,Wales,104000000026422,Mulsop,103000000017266,GrwpCoed.Cymru 2,Under Development,Existing woodland,Unknown,0.66028534,7,c9f52d29-a82d-4c58-80a1-c781155f4eef
854,Wales,104000000026422,Mulsop,103000000017266,GrwpCoed.Cymru 2,Under Development,Broadleaved (>80%),Unknown,4.5563785,7,ef27dfb8-3d7a-41b8-b7c6-c9fbe03551a4
855,Nothern Ireland,104000000026742,Hazel Bank,n/a,n/a,Under Development,Open ground,Unknown,0.74463745,7,1fff0d61-1913-46b6-af00-c4db50bad458
856,Nothern Ireland,104000000026742,Hazel Bank,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.88610859,7,45970d11-b4ca-4bb2-9478-a4e0bc59bd8d
857,Nothern Ireland,104000000026742,Hazel Bank,n/a,n/a,Under Development,Conifer (>80%),Unknown,3.7128343,7,edcceded-4df7-4310-a324-fc833c6e926e
858,Nothern Ireland,104000000026804,Knockbarragh NWC,n/a,n/a,Under Development,Open ground,Unknown,1.69439503,7,5540005b-0adc-46b3-b72b-463fe6b04392
859,Nothern Ireland,104000000026804,Knockbarragh NWC,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,4.5064407,7,06c8e642-fad3-4c59-a6d6-f623a632c3e8
860,Nothern Ireland,104000000026804,Knockbarragh NWC,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.91077348,7,97cd267f-86a5-4417-ac27-a798db18b6fe
861,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,9.33652978,7,41fa039f-1868-419e-91b4-a6b585ed142d
862,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,0.07137962,7,8f5c62e5-6d2d-4a6c-b0dd-ef52a8806d0b
863,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,5.8588057,7,8bfa531c-ebd1-4c5f-8ad9-43645ddfa9f1
864,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,16.5221063,7,849ff51b-3b64-406a-844b-de964b1b6e55
865,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,61.77881537,7,93ef8130-2627-4a65-9f02-f31dffee5c9b
866,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,95.81440622,7,a6ec8503-bcc0-4a16-b237-26b1fbdcd83a
867,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,10.42298483,7,dedcb34c-3380-42af-9980-bae9ed13c398
868,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,8.02527651,7,a903d1bf-38a1-48ab-aacd-475c1cb2fc61
869,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,1.41763927,7,4d894d2a-6acc-4e83-b4f0-7566c8ac7713
870,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,1.39611932,7,b95f46e3-80d0-4c8d-bc86-5111d1845b47
871,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,2.4620224,7,fc74e050-21c1-4fb4-894f-0e071c1b821e
872,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.11711582,7,1ca0b0d6-5a88-4956-ac48-acfa05c7da2f
873,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,2.09748539,7,5b97d1fb-2329-4a72-91a0-e9e717159324
874,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,28.86506895,7,fc2ea40a-b446-461e-9b89-6f773bc995f5
875,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.66957442,7,de500531-fd69-42c3-99d2-216c7314dc34
876,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,3.43685184,7,d12f963c-812f-4fdd-a3e3-0404af319b4a
877,Scotland,104000000026538,Cambusurich,n/a,n/a,Under Development,Open ground,Unknown,197.98428122,7,38440063-2627-488c-a40f-c7c90e7d168f
878,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Open ground,Unknown,66.41762906,7,39da9179-1bfb-4602-b0ed-8f336a8f9fd1
879,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,10.53061064,7,eda57be6-06fc-413f-b832-82906f999d03
880,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,19.04999786,7,3941b0df-f111-428d-b5ef-2e7eab858d29
881,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Conifer (>80%),Unknown,132.40782622,7,cc7542dc-6ac1-4fdd-b1fc-157ed4b49a87
882,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,3.33170577,7,324a9ec1-f78b-490a-b967-35d16eddbe1d
883,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Conifer (>80%),Unknown,3.42670252,7,98cc3618-6965-4ed7-a908-01e4381a8c38
884,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Conifer (>80%),Unknown,9.93873044,7,69a08dbe-b288-4a38-95c4-5cd9c6323be4
885,Scotland,104000000026966,Auldmurroch,n/a,n/a,Under Development,Conifer (>80%),Unknown,4.61905943,7,42e1dc3e-1b42-45f2-b8c4-052cea527dc1
886,Scotland,104000000028056,Gallowhill Farm,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.56604354,7,54ad0cc5-b4df-4ce3-95ea-8cd5c309369c
887,Scotland,104000000028056,Gallowhill Farm,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.40421134,7,251f9b55-8811-42fd-aaf5-3cf537884beb
888,Scotland,104000000028056,Gallowhill Farm,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,1.08440954,7,7981f4bc-b71f-4318-bc2e-080246a86242
889,Scotland,104000000028056,Gallowhill Farm,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.48921625,7,1958f244-c273-42c1-b302-5792e4318305
890,Scotland,104000000028056,Gallowhill Farm,n/a,n/a,Under Development,Open ground,Unknown,0.90569744,7,13f62b8c-2302-4e9a-8f83-e9fd91e829c7
891,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Broadleaved (>80%),Unknown,9.30717377,7,71617da6-c71a-42fb-bb80-93bcb2b672f7
892,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Conifer (>80%),Unknown,2.09303634,7,7b55d405-c955-48d4-a7b6-6675f4b37429
893,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Conifer (>80%),Unknown,6.2437392,7,2f4ad8b4-f2f9-48e8-a1fe-6a813ce58905
894,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Conifer (>80%),Unknown,2.20600036,7,9f04e1df-5205-46ae-bccb-27dc8b62a6f7
895,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Conifer (>80%),Unknown,10.1574877,7,e08d7cd3-96c8-429f-9e47-910b310c1fda
896,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Conifer (>80%),Unknown,1.77067172,7,42e1897c-ec33-4328-901b-3209208e7f0c
897,Scotland,104000000027437,"Blackford Farms Div Con & NBW (61, 76, 86 & 87)",n/a,n/a,Under Development,Open ground,Unknown,7.64126167,7,d9f64dfb-4f98-4746-8ece-1d730fbcdd99
898,Scotland,104000000027311,Rosebery,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,20.4540985,7,47d817e1-a359-4e54-8272-a450beb9a5ee
899,Scotland,104000000027311,Rosebery,n/a,n/a,Under Development,Conifer (>80%),Unknown,13.14671397,7,6b943c7b-633a-414c-a77b-e230c9ac2d8e
900,Scotland,104000000027311,Rosebery,n/a,n/a,Under Development,Open ground,Unknown,4.23929945,7,d8f98c0f-dda6-4c30-a54d-595dc052e81c
901,Scotland,104000000027311,Rosebery,n/a,n/a,Under Development,Conifer (>80%),Unknown,0.75402336,7,33975519-02ee-4493-9704-65e4f6474a01
902,Scotland,104000000027311,Rosebery,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,0.64968692,7,6ceac053-62dc-45b0-9962-70b36477c73f
903,Scotland,104000000027189,Loch Crongart,n/a,n/a,Under Development,Conifer (>80%),Unknown,7.50586745,7,1f6cb4d2-e0fb-41b2-9485-7ac42e1fa986
904,Scotland,104000000027189,Loch Crongart,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.52114414,7,327b3b43-9714-488e-b311-446bff9f4679
905,Scotland,104000000027189,Loch Crongart,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.64496568,7,e910e3ed-625c-4558-96e1-34c96309b21a
906,Scotland,104000000027189,Loch Crongart,n/a,n/a,Under Development,Open ground,Unknown,2.90294381,7,1d89fbe7-3311-4655-8819-37f37313340d
907,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Open ground,Unknown,3.80668772,7,138bda71-09c4-4eb5-94d5-830927c5d9e2
908,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Conifer (>80%),Unknown,2.60399644,7,10549f6d-3185-4ba3-b7de-8e4b60e4e09c
909,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,4.40446102,7,1fd2a225-4d32-4b24-abd1-81ead18bca7e
910,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,3.96816759,7,2336e81c-8fd4-47b1-80bd-1cda3ded4e6f
911,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Conifer (>80%),Unknown,7.9563172,7,c018a327-d9e4-4763-a684-afb7e658adce
912,Scotland,104000000027312,Dalmeny and Ochiltree,n/a,n/a,Under Development,Mixed predominantly conifer (50-80%),Unknown,1.37878797,7,93bbf7e2-52b5-43c3-9feb-315dc7fdd58d
913,England,104000000027479,Ripley Hill,n/a,n/a,Under Development,Open ground,Unknown,1.52878306,7,bcda347f-d524-43b8-be33-8620937e38d3
914,England,104000000027479,Ripley Hill,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,0.59525929,7,68121ea9-e4c1-4358-883e-93e42991051b
915,England,104000000027479,Ripley Hill,n/a,n/a,Under Development,Conifer (>80%),Unknown,10.40524154,7,02c34e81-1a06-48c1-8155-2c35171eb32f
916,England,104000000027479,Ripley Hill,n/a,n/a,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,1.6173973,7,10bcb87e-0355-48d8-9341-438c34bcdcbc
917,England,104000000027479,Ripley Hill,n/a,n/a,Under Development,Conifer (>80%),Unknown,1.00921243,7,edf250b5-8075-4ed6-a872-6a97382ca1cd
918,Wales,104000000026422,Mulsop,103000000017266,GrwpCoed.Cymru 2,Under Development,Mixed predominantly conifer (50-80%),Unknown,1.29933765,7,206a243b-87fc-4aeb-9bd9-e59dabac56e8
919,Scotland,104000000027226,Cathpair,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,Unknown,4.50553524,7,cd4a2b22-133d-4f55-8e24-3e4d66c2bc59
920,Scotland,104000000027367,Edinchat,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS50143,13.11740697,7,4f02462c-db77-472a-bf82-28c30f56d6cc
921,Scotland,104000000027367,Edinchat,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),20FGS50143,1.05061802,7,9ab40c29-53ad-4ba3-8d3a-a02ff089c600
922,Scotland,104000000027367,Edinchat,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,20FGS50143,2.02322232,7,8759e677-03ec-4f37-9a4b-74794b09c180
923,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Open ground,20FGS47483,1.71976808,7,aa4940d6-943a-43b7-9a15-8888a86a0a64
924,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Broadleaved (>80%),20FGS47483,2.11498498,7,ae8af0c1-afdf-459d-91a4-5b7ba0592025
925,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Conifer (>80%),20FGS47483,7.83864415,7,7f5cb3c4-8cb6-41e8-aa9b-169b69969782
926,Scotland,104000000027218,Innerhadden,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,20FGS48103-001,22.19568782,7,bfc94d17-6f92-4f82-b3c2-710fde58faa3
927,Scotland,104000000027218,Innerhadden,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),20FGS48103-001,53.76832515,7,284900ac-6345-4e20-aae9-9dd782f65ca3
928,Scotland,104000000027218,Innerhadden,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),20FGS48103-001,22.70285435,7,1e32e1ec-4dcc-4cda-9967-474436b2f7a6
929,Scotland,104000000027224,Talla & Gameshope 3,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,18FGS28678,1.00017076,7,e4b67f9d-21f1-47b2-8005-5a500b5c74e9
930,Scotland,104000000027224,Talla & Gameshope 3,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),18FGS28678,9.12482992,7,296d597d-9ad7-4dcb-bc64-6d9b9bab5dfc
931,Scotland,104000000027229,Camusluinie,103000000017207,Forest Carbon Group Scheme 12,Validated,Open ground,20FGS55904,8.44129131,7,34005f77-425d-46ed-ac42-6b3590ee767a
932,Scotland,104000000027229,Camusluinie,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),20FGS55904,32.97154822,7,88925658-d206-4c5b-a6b3-d5af54fb4ac9
933,Scotland,104000000027226,Cathpair,103000000017207,Forest Carbon Group Scheme 12,Validated,Conifer (>80%),Unknown,18.08767198,7,b685b5b3-80b9-4de0-8e33-b2b0f7b6e4fd
934,Scotland,104000000027226,Cathpair,103000000017207,Forest Carbon Group Scheme 12,Validated,Broadleaved (>80%),Unknown,13.17891446,7,e9e1f7a8-7f13-42a8-9828-60c58f801e7a
935,England,103000000026446,AE & WA Farr Ltd,103000000017162,Brown & Co Master 1,Under Development,Mixed predominantly broadleaved (50-80%),Unknown,3.960887,7,3808d035-2f77-4bc2-9013-71c9b80aaf49
936,Scotland,104000000026263,Molllin Moor,104000000026263,Annandale and Lochwood,Validated,Conifer (>80%),17FGS15139-001,92.77184229,7,bb6f9924-fc56-49bf-9e9d-6f7340a30407
937,Scotland,104000000026263,Molllin Moor,104000000026263,Annandale and Lochwood,Validated,Broadleaved (>80%),17FGS15139-001,10.43578467,7,af16114f-5534-4c34-bd71-969f0da81e0e
938,Scotland,104000000026263,Minnygap Farm,104000000026263,Annandale and Lochwood,Validated,Broadleaved (>80%),17FGS23277-002,6.28662823,7,e4114834-0580-4f81-b41a-25601dd26ba8
939,Scotland,104000000026263,Minnygap Farm,104000000026263,Annandale and Lochwood,Validated,Conifer (>80%),17FGS23277-002,23.02762305,7,adde427a-3d6a-49bc-861a-cad28629bfe6
940,Scotland,104000000026366,Broadmeadows,n/a,n/a,Validated,Broadleaved (>80%),18FGS29398,58.00134121,7,2318a337-8bcc-42ea-b37d-31f78ce5962f
941,Scotland,104000000026366,Broadmeadows,n/a,n/a,Validated,Conifer (>80%),18FGS29398,195.4305967,7,712c186b-42f1-4249-a1c3-731081e9fdcd
942,Scotland,104000000026679,Dunlossit Planting Phase 1,n/a,n/a,Validated,Open ground,18FGS28458,58.99295621,7,76ffec92-c5fb-4875-a7b0-3ee61f5df86a
943,Scotland,104000000026263,Minnygap Farm,104000000026263,Annandale and Lochwood,Validated,Open ground,17FGS23277-002,4.52713822,7,e99812b2-d602-4bb0-a4be-8a3e4e968749
944,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Existing woodland,20FGS47483,0.42228323,7,728456e2-3ad2-4222-bd76-a8813eacea60
945,Scotland,104000000026263,Molllin Moor,104000000026263,Annandale and Lochwood,Validated,Open ground,17FGS15139-001,69.31933154,7,8181af97-2d66-45d0-b1ca-8e39d9cc2f7f
946,Scotland,104000000026893,Conhess NWC,103000000017195,MSFLM Group 3,Validated,Conifer (>80%),18FGS33741,19.62103459,7,4b588df2-6508-4366-8fd5-ab5e8251aac7
947,Scotland,104000000026893,Conhess NWC,103000000017195,MSFLM Group 3,Validated,Broadleaved (>80%),18FGS33741,2.51091742,7,aa098e6c-512c-4d30-a52a-b574635073f2
948,Scotland,104000000027378,Marbrack,n/a,n/a,Validated,Open ground,20FGS49683-001,12.39016337,7,93ebdf11-a28c-45ef-8f56-2cfa1a19ee81
949,Scotland,104000000027378,Marbrack,n/a,n/a,Validated,Broadleaved (>80%),20FGS49683-001,4.3178708,7,ffc30a04-66ad-411a-9b51-27c42a915a9b
950,Scotland,104000000027378,Marbrack,n/a,n/a,Validated,Conifer (>80%),20FGS49683-001,40.78646435,7,fb6b2520-b4d5-4ca7-8bb2-60812b17f4c6
951,Scotland,104000000027378,Marbrack,n/a,n/a,Validated,Existing woodland,20FGS49683-001,0.87926248,7,acb56635-fe0c-42f6-8723-491ca6450e33
952,Scotland,104000000027033,Glencotho,n/a,n/a,Validated,Conifer (>80%),20FGS48903-001A,374.95118444,7,67113c73-ec3b-4752-8efe-e4e3c57298b4
953,Scotland,104000000027033,Glencotho,n/a,n/a,Validated,Broadleaved (>80%),20FGS48903-001A,19.49256971,7,d47f006b-bc65-415a-b605-9e9ce2e98224
954,Scotland,104000000027038,Dalnavie,n/a,n/a,Validated,Open ground,20FGS55409-001,5.66622665,7,0f4c492c-0746-4b24-b332-44ba40d25425
955,Scotland,104000000027038,Dalnavie,n/a,n/a,Validated,Conifer (>80%),20FGS55409-001,37.82423988,7,c5aa1d65-e3fa-4113-8929-3b61cd39bac7
956,Scotland,104000000027038,Dalnavie,n/a,n/a,Validated,Broadleaved (>80%),20FGS55409-001,3.85952185,7,b080cacd-2f5e-4708-9753-0ac48f9a9613
957,Scotland,104000000027204,Loanhead Farm,103000000017248,Munnoch and Loanhead,Validated,Conifer (>80%),17FGS17777-001,18.30149127,7,4ab046e9-3daa-4eb8-ac8c-111ec4f9c812
958,Scotland,104000000027204,Loanhead Farm,103000000017248,Munnoch and Loanhead,Validated,Broadleaved (>80%),17FGS17777-001,12.44955901,7,135a1821-a471-4b25-8cd4-8c59638c580e
959,Scotland,104000000027204,Loanhead Farm,103000000017248,Munnoch and Loanhead,Validated,Open ground,17FGS17777-001,8.03168888,7,34faff18-58de-4438-8664-ce3c98e5e004
960,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Open ground,18FGS2889-001,19.92784782,7,0601863b-5688-45a3-8460-8e9f053eca3b
961,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Conifer (>80%),18FGS2889-001,55.85752339,7,34eabb67-cc56-4ab4-8379-8601311e395d
962,Scotland,104000000027007,Munnoch Farm,103000000017248,Munnoch and Loanhead,Validated,Broadleaved (>80%),18FGS2889-001,6.12946604,7,56ea5457-b085-4b07-b3db-b99599d73225
963,England,104000000027140,Gibsheil Farm,n/a,n/a,Validated,Open ground,082021,2.41409805,7,edcde6fb-5038-4311-a7aa-8582d3e55c43
964,England,104000000027140,Gibsheil Farm,n/a,n/a,Validated,Broadleaved (>80%),082021,2.27350379,7,3b5fcbf3-e0ec-4ff1-910b-b73a2c650490
965,England,104000000027140,Gibsheil Farm,n/a,n/a,Validated,Conifer (>80%),082021,11.84652225,7,b4c91cec-cf43-4723-8ade-15e794444c2f
966,Scotland,104000000027033,Glencotho,n/a,n/a,Validated,Open ground,20FGS48903-001A,26.94992795,7,1a4bff20-988e-4959-bc33-acf7e09b7367
967,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Conifer (>80%),P0000288,8.74277167,7,4407419e-d545-4511-8b1e-615ea6877944
968,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Broadleaved (>80%),P0000288,2.65541008,7,2ec4eb59-b648-49c1-b9c9-da1567b143a9
969,Wales,104000000026969,Cwm Ffrwd,103000000017259,CS Wales 1,Validated,Open ground,P0000288,6.14795764,7,48829a0b-7d55-4eaf-bc5c-a7b90551d057
970,Scotland,104000000026552,Allt Bhran,n/a,n/a,Validated,Open ground,18FGS29759,282.92468462,7,5dff41d6-9349-491a-a988-c225359a9446
971,Scotland,104000000026552,Allt Brhan,n/a,n/a,Validated,Conifer (>80%),18FGS29759,205.18140469,7,915fb021-a4cc-42c6-bb30-6f6f20e53294
972,Scotland,104000000026552,Allt Bhran,n/a,n/a,Validated,Broadleaved (>80%),18FGS29759,179.98187672,7,c918e2be-d125-4a87-8731-8c2d0d3d8f1f
973,Scotland,104000000026552,Allt Bhran,n/a,n/a,Validated,Natural regeneration,18FGS29759,22.38634456,7,3376e578-d3c1-44f9-8659-609a6be106bb
974,Wales,104000000026248,Froghall Trust,n/a,n/a,Validated,Mixed predominantly broadleaved (50-80%),P0000185v4 -P0000315,27.83266886,7,3bf7bf28-a2af-4075-a173-94a0db03cfcc
975,Scotland,104000000027547,Balintore,n/a,n/a,Validated,Conifer (>80%),19FGS4583-001,142.15054081,7,ee09f79e-f2db-4db9-a4b9-ef1ebc590b8d
976,Scotland,104000000027547,Balintore,n/a,n/a,Validated,Broadleaved (>80%),19FGS4583-001,97.3351804,7,fc0ff864-052a-4172-96cd-869ed706e62f
977,Scotland,104000000027547,Balintore,n/a,n/a,Validated,Open ground,19FGS4583-001,39.26016967,7,640949b2-ed7b-4b86-9c05-c1427a0588b5
978,Scotland,104000000027441,Ashens Forest,n/a,n/a,Under Development,Broadleaved (>80%),Unknown,18.23557713,7,1e88fc0a-3b40-4260-b789-65456c5cc456
979,Scotland,104000000027441,Ashens Forest,n/a,n/a,Under Development,Conifer (>80%),Unknown,51.1999884,7,41a7d46c-ffb9-41fb-b599-b8f43d346ab3
980,Scotland,104000000027441,Ashens Forest,n/a,n/a,Under Development,Open ground,Unknown,73.76708483,7,4d1186f0-346b-493e-9c90-94680eaabf5d
981,Scotland,104000000027221,Cronan,n/a,n/a,Validated,Conifer (>80%),16FGS12938,6.02623512,7,3d201fd4-9850-4775-9246-e2acca843338
982,Scotland,104000000027221,Cronan,n/a,n/a,Validated,Broadleaved (>80%),16FGS12938,0.57446707,7,778a8a72-7ecf-4569-b57e-471b8ed81e4f
983,Scotland,104000000027221,Cronan,n/a,n/a,Validated,Open ground,16FGS12938,0.75048796,7,502c991c-8345-478f-8ecf-122631f81d18
