OBJECTID,country,project_id,project_name,group_id,group_name,project_status,species,grant_reference,hectares,phase,globalid
359,Scotland,104000000026807,Stockbridge NWC,103000000017191,MSFLM Group 1,Validated,Broadleaved (>80%),18FGS31238,0.61520425,6,351ffc7a-76e2-41b1-bc53-8dd863397610
360,Scotland,104000000026807,Stockbridge NWC,103000000017191,MSFLM Group 1,Validated,Open ground,18FGS31238,1.06127379,6,2c82f6b2-cd1e-4a41-99b6-dad9f56a0c48
361,Scotland,104000000026807,Stockbridge NWC,103000000017191,MSFLM Group 1,Validated,Existing woodland,18FGS31238,0.4122849,6,58328d2d-e00b-4ef8-a74c-7ff62bd94c3f
362,Scotland,104000000026820,Brockhouse NWC 1,103000000017194,MSFLM Group 2,Validated,Conifer (>80%),19FGS37058,6.51338505,6,515ba93a-bb14-4ad5-8cd5-2be106b511d2
363,Scotland,104000000026820,Brockhouse NWC 1,103000000017194,MSFLM Group 2,Validated,Broadleaved (>80%),19FGS37058,0.85320529,6,1167d47d-b3b8-4d8f-810b-8ed24707c1c7
364,Scotland,104000000026820,Brockhouse NWC 1,103000000017194,MSFLM Group 2,Validated,Open ground,19FGS37058,0.22308782,6,ca9a1e76-4a6e-4466-a49e-57ad0cb3c387
365,Scotland,104000000026819,Haltree Farm NWC,103000000017194,MSFLM Group 2,Validated,Broadleaved (>80%),18FGS25717,2.44215404,6,d58d0109-1a6b-4f6c-888d-14ecc8f38516
366,Scotland,104000000026819,Haltree Farm NWC,103000000017194,MSFLM Group 2,Validated,Conifer (>80%),18FGS25717,12.291612,6,d87d0e46-e04a-4eb6-8bf7-b457efdaaa7a
367,Scotland,104000000026819,Haltree Farm NWC,103000000017194,MSFLM Group 2,Validated,Open ground,18FGS25717,2.44609534,6,bf748dfe-f093-47ce-b693-63bc03786ed3
368,Scotland,104000000026885,Garnaburn Farm NWC,103000000017194,MSFLM Group 2,Validated,Broadleaved (>80%),17FGS25137,7.0520264,6,28474856-b626-4c81-80d9-25bdc863c2a6
369,Scotland,104000000026885,Garnaburn Farm NWC,103000000017194,MSFLM Group 2,Validated,Conifer (>80%),17FGS25137,37.58646628,6,0af11849-fdc1-4107-a94d-ce7b663fd99e
370,Scotland,104000000026885,Garnaburn Farm NWC,103000000017194,MSFLM Group 2,Validated,Open ground,17FGS25137,5.87299297,6,f88aeb1e-312a-4549-888a-914867dfeb7c
371,England,104000000026598,Zetland Estate Cpt 43 Silver Hill,n/a,n/a,Validated,Open ground,WCF 01-18-19,7.08800452,6,b0740eda-2807-45c9-9304-1f26c14927d0
372,England,104000000026598,Zetland Estate Cpt 43 Silver Hill,n/a,n/a,Validated,Mixed predominantly conifer (50-80%),WCF 01-18-19,5.40220883,6,35bc7656-097c-440e-bea8-2edb9641dde1
373,England,104000000026598,Zetland Estate Cpt 43 Silver Hill,n/a,n/a,Validated,Broadleaved (>80%),WCF 01-18-19,3.76821844,6,b37e2347-cf6b-417a-b2de-ebbf934666ce
374,England,104000000026598,Zetland Estate Cpt 43 Silver Hill,n/a,n/a,Validated,Existing woodland,WCF 01-18-19,0.37902636,6,2e6826df-43c6-4048-b204-fcc9d189d05f
375,England,104000000027313,Broadford Native Woodland,n/a,n/a,Validated,Broadleaved (>80%),18FGS29238,1.95482767,6,2eb3b27e-a060-41dc-8a2b-2deafae3ea94
376,Scotland,104000000026819,Haltree Farm NWC,103000000017194,MSFLM Group 2,Validated,Conifer (>80%),18FGS25717,2.18932236,6,b7b9ac06-07cb-405d-9d16-5dcbb77f7fb1
377,Scotland,104000000027027,Kinneston,n/a,n/a,Validated,Open ground,18FGS27661,0.13167301,6,6810af1a-b492-4a05-a9a1-a6f5081d1bdf
378,Scotland,104000000014513,Morenish,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),16FGS10755-001,19.94914665,6,560eaa72-9b9f-4274-88ef-31525d20f21f
379,England,104000000014521,Lowther,103000000006746,Forest Carbon Group 7,Validated,Conifer (>80%),471213,120.11633395,6,a7f3fbbf-b7c8-430f-847c-6e666f8b9b49
380,Scotland,104000000026476,Boor Farm,n/a,n/a,Validated,Broadleaved (>80%),18FGS33718-002,14.89203814,6,3e16471b-2e6d-4d7c-a0f6-d4cb2d43d7a5
381,Scotland,104000000026476,Boor Farm,n/a,n/a,Validated,Broadleaved (>80%),18FGS33718-002,7.09171141,6,4296286c-4512-4a0b-a099-d238ed812461
382,Scotland,104000000026476,Boor Farm,n/a,n/a,Validated,Broadleaved (>80%),18FGS33718-002,2.303523,6,32f30001-22ff-4aa8-8e18-c7ba916a1dfd
383,Scotland,104000000026476,Boor Farm,n/a,n/a,Validated,Open ground,18FGS33718-002,19.87237233,6,fe681b12-86e7-4ecc-b34c-fb4f2f046b15
384,England,104000000014519,Spithopeburnhaugh,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),464213,9.0037415,6,f3b5dd57-63d2-4d68-adba-9408b6ee8dda
385,England,104000000026356,Hedley Hall West,n/a,n/a,Validated,Broadleaved (>80%),WCF 03 18/19,12.08436104,6,0bf866ae-f205-4568-97dd-2ba4cbc39577
386,Scotland,104000000013495,Ballygowan,n/a,n/a,Validated,Broadleaved (>80%),17FGS18417,83.98349606,6,6167360a-ad70-45dc-b724-3515bffb1223
387,Scotland,104000000016105,Lochgair,n/a,n/a,Validated,Broadleaved (>80%),ARG9910,18.58394929,6,cc64d3af-c71c-4c8a-9604-ac8dc45cf095
388,Wales,104000000016135,Ty'n yr Helyg,103000000006745,GrwpCoed.Cymru1,Validated,Broadleaved (>80%),P0000163,3.0251709,6,976ec953-a41d-4468-8a16-742d6829c483
389,Wales,104000000026232,Mologen Fawr,103000000006745,GrwpCoed.Cymru1,Validated,Broadleaved (>80%),P0000247,10.23007944,6,0999a308-1632-4a6d-928a-c1fe2f767bc7
390,Scotland,104000000026342,South Lasts,103000000017153,Forest Carbon Group 8,Validated,Conifer (>80%),17FGS19897,4.85009962,6,c54ed9ed-d67e-432c-bf75-7454bbb74a63
391,Scotland,104000000026342,South Lasts,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),17FGS19897,2.55784945,6,9096ca19-7429-494b-b6b2-c5044a7413e9
392,Scotland,104000000026342,South Lasts,103000000017153,Forest carbon Group 8,Validated,Open ground,17FGS19897,0.9175624,6,8baea499-cc96-4f9e-9fff-085274382dc7
393,Scotland,104000000026341,Corriechuillie,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),17FGS21737,1.90322606,6,4ea00a03-92da-4ad3-85e6-88203c6056e0
394,Scotland,104000000026341,Corriechuillie,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),17FGS21737,2.54182891,6,584f45ac-9100-4afe-bd03-2a71e3eec496
395,Scotland,104000000026341,Corriechullie,103000000017153,Forest Carbon Group 8,Validated,Conifer (>80%),17FGS21737,14.03721731,6,52be8f76-efef-4541-8bce-334ca98488e3
396,Scotland,104000000026341,Corriechuillie,103000000017153,Forest Carbon Group 8,Validated,Open ground,17FGS21737,2.69469343,6,35ec6f23-afbc-416a-8dc4-be41524a2d2b
397,Scotland,104000000026339,Hughston,103000000017153,Forest Carbon Group 8,Validated,Open ground,17FGS20117-001,2.89601127,6,768493b8-3e44-409f-b998-ac1bd163acc6
398,Scotland,104000000026339,Hughston,103000000017153,Forest Carbon Group 8,Validated,Conifer (>80%),17FGS20117-001,19.97843354,6,0da36cc6-e6e1-4ffe-b0ec-66f39857893d
399,Scotland,104000000026339,Hughston,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),17FGS20117-001,1.50775035,6,694726ce-aa21-44b1-aed4-5d7ca3943f51
400,Scotland,104000000026339,Hughston,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),17FGS20117-001,1.62601104,6,14a31280-8443-49f2-b4a3-f26bb97186ef
401,England,104000000014521,Lowther,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),471213,48.92098254,6,ea325ef5-ad07-4160-b9f4-81f6ebe8491d
402,Scotland,104000000014523,Hillhead,103000000006746,Forest Carbon Group 7,Validated,Conifer (>80%),17DGS1737-001,3.34831614,6,f3f7871d-e67c-4a79-93ea-a868e91b4156
403,Scotland,103000000014523,Hillhead,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),17FGS1737-001,0.57682437,6,f329420a-33a3-404e-b336-b091a3b73654
404,Scotland,103000000014523,Hillhead,103000000006746,Forest Carbon Group 7,Validated,Open ground,17FGS1737-001,0.5542228,6,2bb4a3b3-f844-486d-b0d7-f804d7b058dd
405,Scotland,104000000014522,Middleton,103000000006746,Forest Carbon Group 7,Validated,Conifer (>80%),17FGS19020-001,93.36640647,6,2ef4cb16-c8ba-4814-95c9-cf627f651745
406,Scotland,104000000014522,Middleton,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),17FGS19020-001,12.6097482,6,d3b28fe1-ff0c-4e7d-9058-550695f4c935
407,Scotland,104000000014522,Middleton,103000000006746,Forest Carbon Group 7,Validated,Open ground,17FGS19020-001,21.31076775,6,e0fb3013-1882-48c4-b09f-378895b3cf31
408,Scotland,104000000014114,Glenferness Aitnoch Hill,n/a,n/a,Verified,Conifer (>80%),16FGS5934-001,121.67875934,6,b1e1da5b-dde8-4212-b3c9-e4b3ba167913
409,Scotland,104000000014114,Glenferness Aitnoch Hill,n/a,n/a,Verified,Broadleaved (>80%),16FGS5934-001,14.43511172,6,6caa168a-2463-478d-8954-297058ff255b
410,Scotland,104000000026346,Wester Coshieville,103000000017153,Forest Carbon Group 8,Validated,Broadleaved (>80%),18FGS25757-001A,17.36611314,6,f17d8e2e-dc6d-48fb-9a98-406689dc3d06
411,Scotland,104000000026346,Wester Coshieville,103000000017153,Forest Carbon Group 8,Validated,Existing woodland,18FGS25757-001A,12.64785862,6,07dbf5f2-3481-4a1a-a2e9-1ea448743468
412,Scotland,104000000026206,Talla & Gameshope 1,n/a,n/a,Validated,Broadleaved (>80%),PBL5238,38.2808871,6,5cbcecb6-2bab-4e4a-91f2-83121d98f002
413,England,104000000015890,Crindle Wood,n/a,n/a,Validated,Mixed predominantly broadleaved (50-80%),ND 181 290,7.15478005,6,a4f277d2-2402-4968-a623-3e09cb57120a
414,Scotland,104000000016041,Ledbeg,n/a,n/a,Validated,Broadleaved (>80%),18FGS31038,143.87775494,6,1e783b53-e240-4090-bd98-00066975e07c
415,Scotland,104000000026346,Wester Coshieville,103000000017153,Forest Carbon Group 8,Validated,Open ground,18FGS25757-001A,11.02925819,6,33f6ab41-28be-4fdc-b06c-43dba7c21782
416,Scotland,104000000014525,Morenish,103000000006746,Forest Carbon Group 7,Validated,Conifer (>80%),16FGS10755-001,74.71518076,6,ee2e863d-3525-4cd5-ac84-92a94fd41184
417,Scotland,104000000014525,Morenish,103000000006746,Forest Carbon Group 7,Validated,Broadleaved (>80%),16FGS10755-001,6.60723441,6,2dfbd1d3-d4ba-49e1-9bdf-7688339a545d
418,Scotland,104000000026527,Quinlochmuir,n/a,n/a,Validated,Open ground,18FGS34498-002,9.75230592,6,2f9ef2eb-a0d9-4147-b86f-ba8d2be3bf03
419,Scotland,104000000026527,Quinlochmuir,n/a,n/a,Validated,Broadleaved (>80%),18FGS34498-002,6.92748944,6,3278fe2d-5342-44f8-94b7-b49f844c7ff4
420,Scotland,104000000026527,Quinlochmuir,n/a,n/a,Validated,Conifer (>80%),18FGS34498-002,44.00628333,6,884554e9-63c5-491d-bab8-6244687b5834
421,Scotland,104000000026674,Coulags,n/a,n/a,Validated,Broadleaved (>80%),18FGS30298-001,37.87890171,6,8f656e54-f0bd-477c-a11b-15b7356dfb96
422,Scotland,104000000026817,Lick Estate,n/a,n/a,Validated,Broadleaved (>80%),18FGS29518,43.28299775,6,f53ba2b8-2423-4a10-83dc-b1ac352ea338
423,Scotland,104000000026674,Coulags,n/a,n/a,Validated,Open ground,18FGS30298-001,51.14497029,6,049e47b7-bfb1-4a18-a2d9-54d252ba1aaf
424,Scotland,104000000015998,Ballochleam,n/a,n/a,Verified,Open ground,FGS081-01,15.15582128,6,ab0d2409-1f02-4078-95db-14faa5925fd1
425,Scotland,104000000015998,Ballochleam,n/a,n/a,Verified,Conifer (>80%),FGS081-01,65.06378105,6,f58184f9-8ee2-43ce-9102-c9f3864a24d0
426,Scotland,104000000015998,Ballochleam,n/a,n/a,Verified,Mixed predominantly broadleaved (50-80%),FGS081-01,1.87904801,6,00f4bd76-8106-4229-b04b-c44c0618a56a
427,Scotland,104000000015998,Ballochleam,n/a,n/a,Verified,Broadleaved (>80%),FGS081-01,11.22995487,6,8f57aca2-89a8-448a-a3ad-0a1d86584e93
428,Scotland,104000000026403,Clawfin,n/a,n/a,Validated,Open ground,17FGS22537-001,12.67386938,6,2639f1c3-9cf8-4853-887a-8fce19a12b3e
429,Scotland,104000000026403,Clawfin,n/a,n/a,Validated,Conifer (>80%),17FGS22537-001,28.54905092,6,6b99ec25-4be3-4a0e-bd07-5e4da7f0eb46
430,Scotland,104000000026403,Clawfin,n/a,n/a,Validated,Broadleaved (>80%),17FGS22537-001,2.62283298,6,98adaeb3-1b7f-4959-91f8-b72a9a02ddf5
431,Scotland,104000000026255,Waterhead Hill,n/a,n/a,Validated,Open ground,17FGS19417-001,32.35339015,6,2e36c876-5693-4a03-9d61-0cc2a056bcc8
432,Scotland,104000000026255,Waterhead Hill,n/a,n/a,Validated,Broadleaved (>80%),17FGS19417-001,14.01761751,6,4758a8b6-d547-4d62-9c20-1e578222e38e
433,Scotland,104000000026255,Waterhead Hill,n/a,n/a,Validated,Conifer (>80%),17FGS19417-001,32.116815,6,4a9a1b41-573a-49fe-bc1c-aec59ccda478
434,Scotland,104000000015999,Drumloch,n/a,n/a,Validated,Open ground,17FGS21482,34.46490013,6,843243ec-ae8f-4039-a37a-95132b8bd1fb
435,England,104000000026394,Queen Elizabeth Diamond Jubilee Wood (QEDJW),n/a,n/a,Validated,Broadleaved (>80%),"WCF 04 19_20",55.50146545,6,237e4156-140d-4402-b358-f31e6f905fd8
436,England,104000000026394,Queen Elizabeth Diamond Jubilee Wood (QEDJW),n/a,n/a,Validated,Open ground,WCF 04 19_20,27.3545262,6,261ae04c-13ab-48da-aae9-9ddfd8fce4d4
437,England,104000000026698,Tring,n/a,n/a,Validated,Broadleaved (>80%),WCF 07 18_19,10.80127344,6,d77f2696-b49c-4a4e-af9e-83376d515e4b
438,England,104000000026698,Tring,n/a,n/a,Validated,Open ground,WCF 07 18_19,15.10097685,6,06b35f34-5224-4850-af72-d2a588a4a2e6
439,England,104000000026898,Bluebell Wood,n/a,n/a,Validated,Broadleaved (>80%),HS2 WF 1317_18,9.19319384,6,5e0e051f-e19c-442c-9643-31124014b8de
440,England,104000000026898,Bluebell Wood,n/a,n/a,Validated,Open ground,HS2 WF 1317_18,0.89177305,6,6b1ddc68-bc82-4ebe-af07-8332f8ca00b9
441,Scotland,104000000026933,Brawliemuir,n/a,n/a,Validated,Open ground,20FGS48003-001,32.20850028,6,9db35ecb-01c1-4749-a1fa-cbd04e50ac6c
442,Scotland,104000000026826,8 Dalnabreac,n/a,n/a,Validated,Broadleaved (>80%),17FGS13997-001,16.54911299,6,6a424d9f-bdae-4f1b-91af-5eab34db369a
443,England,104000000026818,Young Peoples Forest at Mead Phase 1,n/a,n/a,Validated,Broadleaved (>80%),WCF 01 19_20,31.45343467,6,f0bbb3b3-2e53-426d-ba11-b6a0122bfb86
444,England,104000000026818,Young Peoples Forest at Mead Phase 1,n/a,n/a,Validated,Open ground,WCF 01 19_20,1.72553384,6,7e0833a9-8de6-457d-9d66-c2e0611b5e27
445,Scotland,104000000026826,8 Dalnabreac,n/a,n/a,Validated,Open ground,17FGS13997-001,5.8372556,6,052d8b8a-ba8d-41b7-bb75-4ade1046c4b3
446,Scotland,103000000014523,Hillhead,103000000006746,Forest Carbon Group 7,Validated,Conifer (>80%),17FGS1737-001,1.19040002,6,bf9358e3-a19c-4ea6-88d5-a7ef90a338dc
447,England,104000000026818,Young Peoples Forest at Mead Phase 1,n/a,n/a,Validated,Existing woodland,WCF 01 19_20,0.53048955,6,c571e674-d856-44d6-9a93-dac5e1d3f5c3
448,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),18FGS35038,3.76215324,6,43e0976e-4818-437d-aeee-ac715d231d05
449,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group 10,Validated,Mixed predominantly broadleaved (50-80%),18FGS35038,9.37184893,6,0124c608-53dc-4206-aca2-9dcb24f4c8ce
450,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group 10,Validated,Open ground,18FGS35038,4.06900549,6,20dbfff0-c753-4ab5-b2ac-c15845e1e905
451,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group 10,Validated,Existing woodland,18FGS35038,0.94403898,6,38972474-b393-45d0-8c23-4f4926ce96b5
452,Scotland,104000000026720,Badrallach,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS37644,17.38443676,6,a5d4527e-c4e1-4984-9806-9f7629d6d0a2
453,Scotland,104000000026720,Badrallach,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS37644,2.92435323,6,b71a5c26-161d-4b1a-8d4f-e5b0983d1c91
454,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group 10,Validated,Open ground,17FGS24801-002,1.84026422,6,128bb728-30af-455c-a415-71b7fcc02d6f
455,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),17FGS24801-002,9.44283537,6,834168a9-337f-453d-b72f-264b660d2909
456,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group 10,Validated,Existing woodland,17FGS24801-002,0.12563915,6,553f60da-0889-49e1-b66e-3a3b335b8190
457,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group 10,Validated,Conifer (>80%),19FGS43064,4.74478318,6,aca02b69-c9ee-415a-890d-4451c0cae5cc
458,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS43064,2.8111477,6,ae772e65-d4e6-486a-97cd-e8f4261adf20
459,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS43064,1.00924478,6,546ce7bb-2469-4702-8aad-d3583859cd22
460,Scotland,104000000026723,Craigenseat,103000000017181,Forest Carbon Group 10,Validated,Broadleaved (>80%),19FGS37886,12.04843544,6,8548dc56-4062-4fdf-adc5-ce45da3c05bf
461,Scotland,104000000026723,Craigenseat,103000000017181,Forest Carbon Group 10,Validated,Open ground,19FGS37886,1.01536463,6,67f592ff-bf6a-4a40-9cb2-e0c287a0bc80
462,Scotland,104000000026518,Lanternside 2,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),CS 831987,2.44712684,6,faa5be47-db18-4942-837d-2aeb80838ddf
463,Scotland,104000000026518,Lanternside 2,103000000017169,Forest Carbon Group 9,Validated,Open ground,CS 831987,0.67048184,6,09dadfa6-2b3c-4157-b468-3dac7043f651
464,Scotland,104000000026518,Lanternside 2,103000000017169,Forest Carbon Group 9,Validated,Existing woodland,CS 831987,0.34927735,6,7e9afab7-3519-427a-aae5-e270e6c59a17
465,Scotland,104000000026518,Lanternside 2,103000000017169,Forest Carbon Group 9,Validated,Open ground,CS 831987,0.16446817,6,aabb92e4-20e2-4254-936c-668ccc8bf08b
466,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru1,Validated,Open ground,P0000039 and P0000070,15.33606203,6,ae5548eb-f7e2-495d-9220-5f318d4dedf7
467,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru1,Validated,Broadleaved (>80%),P0000039 and P0000070,21.65556337,6,26d85a4e-36bd-4ba2-a57d-4dd901c83e3a
468,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru1,Validated,Existing woodland,P0000039 and P0000070,9.10725108,6,68573b73-3528-4818-aec4-d02d890d0e1f
469,Scotland,104000000026513,Black Meldon,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),18FGS33318-001,80.69378099,6,a519627e-1b79-45f6-9666-b623a1ea64f5
470,Scotland,104000000026513,Black Meldon,103000000017169,Forest Carbon Group 9,Validated,Mixed predominantly broadleaved (50-80%),18FGS33318-001,5.1464474,6,48ec3d03-e9e5-4177-a8be-4de9e88a0a96
471,Scotland,104000000026513,Black Meldon,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),18FGS33318-001,5.31593376,6,25c7937a-b615-44c8-8970-bc5409afe3fb
472,Scotland,104000000026513,Black Meldon,103000000017169,Forest Carbon Group 9,Validated,Open ground,18FGS33318-001,18.51497386,6,be215f31-bc4e-462e-9e99-3418939a7473
473,Scotland,104000000026516,Easter Happrew,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),17FGS23857-003A & 18FGS26978-002,10.44119933,6,867dac1b-abda-4ec5-b44b-adc3c0271cde
474,Scotland,104000000026516,Easter Happrew,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),17FGS23857-003A & 18FGS26978-002,25.58946344,6,f8c7a876-84e3-4acb-a164-7b96d50c5330
475,Scotland,104000000026516,Easter Happrew,103000000017169,Forest Carbon Group 9,Validated,Open ground,17FGS23857-003A & 18FGS26978-002,3.48130538,6,c4cefdbc-8267-4c65-8c31-02354d08a460
476,Scotland,104000000026517,Frogden,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),19FGS38544-001,6.21450974,6,76ea8729-5f52-41d8-9961-8882d831bdc7
477,Scotland,104000000026517,Frogden,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),19FGS38544-001,10.3978218,6,aba02171-9d23-46bd-b6d7-2bbbff9a561b
478,Scotland,104000000026517,Frogden,103000000017169,Forest Carbon Group 9,Validated,Open ground,19FGS38544-001,4.07045351,6,62770f6a-e006-4ce7-9f18-e93802bfec13
479,Scotland,104000000026517,Frogden,103000000017169,Forest Carbon Group 9,Validated,Existing woodland,19FGS38544-001,14.08552753,6,400b95c2-a277-4f29-b8ad-04c60803790d
480,England,104000000026519,Lazonby,103000000017169,Forest Carbon Group 9,Validated,Mixed predominantly conifer (50-80%),CS 471398,15.78066074,6,5b2ac736-b081-4ee5-88b6-1bd0ac485032
481,England,104000000026519,Lazonby,103000000017169,Forest Carbon Group 9,Validated,Open ground,CS 471398,1.41063739,6,8b8ee514-d7eb-4884-aba7-edfe367e7a84
482,England,104000000026520,Lowther 2,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),CS 630802,57.46089413,6,3bce4151-640e-4bfa-802e-33bac0d7e696
483,England,104000000026520,Lowther 2,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),CS 630802,19.62059266,6,3c1db15a-45c0-4871-b5d0-068eda1600ef
484,England,104000000026520,Lowther 2,103000000017169,Forest Carbon Group 9,Validated,Open ground,CS 630802,1.3493145,6,7d141d5c-7e10-45b9-9a96-621543457e54
485,England,104000000026520,Lowther 2,103000000017169,Forest Carbon Group 9,Validated,Existing woodland,CS 630802,0.77688265,6,d2bd8023-f349-4323-b586-dd4b0b2f4f1b
486,Scotland,104000000026553,Rarichie,103000000017169,Forest Carbon Group 9,Validated,Conifer (>80%),19FGS 39103,165.92875823,6,6c5d6b96-f9d9-4c06-909f-cbbb8e4fbcb9
487,Scotland,104000000026553,Rarichie,103000000017169,Forest Carbon Group 9,Validated,Broadleaved (>80%),19FGS 39103,17.65355278,6,5983017b-20dd-418d-863e-7c3b47dd9fba
488,Scotland,104000000026553,Rarichie,103000000017169,Forest Carbon Group 9,Validated,Open ground,19FGS 39103,77.94177241,6,071bc32e-219e-4025-b1b3-28e66861c9b9
